ID,MAIN_NAME,SUB_NAME,DETAIL_NAME,FULL_ADDR
414,서울특별시,송파구,오금동,서울특별시 송파구 오금동
415,서울특별시,송파구,송파1동,서울특별시 송파구 송파1동
416,서울특별시,송파구,송파2동,서울특별시 송파구 송파2동
417,서울특별시,송파구,석촌동,서울특별시 송파구 석촌동
418,서울특별시,송파구,삼전동,서울특별시 송파구 삼전동
419,서울특별시,송파구,가락본동,서울특별시 송파구 가락본동
420,서울특별시,송파구,가락1동,서울특별시 송파구 가락1동
421,서울특별시,송파구,가락2동,서울특별시 송파구 가락2동
422,서울특별시,송파구,문정1동,서울특별시 송파구 문정1동
423,서울특별시,송파구,문정2동,서울특별시 송파구 문정2동
424,서울특별시,송파구,장지동,서울특별시 송파구 장지동
425,서울특별시,송파구,위례동,서울특별시 송파구 위례동
426,서울특별시,송파구,잠실본동,서울특별시 송파구 잠실본동
427,서울특별시,송파구,잠실4동,서울특별시 송파구 잠실4동
428,서울특별시,송파구,잠실6동,서울특별시 송파구 잠실6동
429,서울특별시,송파구,잠실7동,서울특별시 송파구 잠실7동
430,서울특별시,송파구,잠실2동,서울특별시 송파구 잠실2동
431,서울특별시,송파구,잠실3동,서울특별시 송파구 잠실3동
